id,primary_subfield,all_subfields,label,all_subfields_numeric
113,cond-mat.mes-hall,cond-mat.mes-hall,86,86
114,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.mtrl-sci,86,86 23
116,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.mtrl-sci,86,86 23
117,cond-mat.mes-hall,cond-mat.mes-hall,86,86
119,cond-mat.mes-hall,cond-mat.mes-hall,86,86
121,cond-mat.mes-hall,cond-mat.mes-hall,86,86
122,cond-mat.mes-hall,cond-mat.mes-hall,86,86
125,cond-mat.mes-hall,cond-mat.mes-hall,86,86
127,cond-mat.mes-hall,cond-mat.mes-hall,86,86
128,cond-mat.mes-hall,cond-mat.mes-hall,86,86
129,cond-mat.mes-hall,cond-mat.mes-hall,86,86
132,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.dis-nn,86,86 26
134,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.mtrl-sci cond-mat.other cond-mat.str-el,86,86 23 27 97
135,cond-mat.mes-hall,cond-mat.mes-hall,86,86
136,cond-mat.mes-hall,cond-mat.mes-hall quant-ph,86,86 146
137,cond-mat.mes-hall,cond-mat.mes-hall,86,86
139,cond-mat.mes-hall,cond-mat.mes-hall,86,86
143,cond-mat.mes-hall,cond-mat.mes-hall quant-ph,86,86 146
144,cond-mat.mes-hall,cond-mat.mes-hall,86,86
145,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.other,86,86 27
147,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.mtrl-sci,86,86 23
150,cond-mat.mes-hall,cond-mat.mes-hall quant-ph,86,86 146
151,cond-mat.mes-hall,cond-mat.mes-hall,86,86
153,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.other,86,86 27
154,cond-mat.mes-hall,cond-mat.mes-hall quant-ph,86,86 146
155,cond-mat.mes-hall,cond-mat.mes-hall,86,86
156,cond-mat.mes-hall,cond-mat.mes-hall,86,86
158,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.other physics.plasm-ph,86,86 27 46
160,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.str-el,86,86 97
161,cond-mat.mes-hall,cond-mat.mes-hall,86,86
162,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.mtrl-sci,86,86 23
163,cond-mat.mes-hall,cond-mat.mes-hall,86,86
164,cond-mat.mes-hall,cond-mat.mes-hall,86,86
165,cond-mat.mes-hall,cond-mat.mes-hall,86,86
167,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.supr-con,86,86 10
168,cond-mat.mes-hall,cond-mat.mes-hall,86,86
169,cond-mat.mes-hall,cond-mat.mes-hall,86,86
170,cond-mat.mes-hall,cond-mat.mes-hall,86,86
172,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.str-el,86,86 97
175,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.supr-con,86,86 10
176,cond-mat.mes-hall,cond-mat.mes-hall,86,86
177,cond-mat.mes-hall,cond-mat.mes-hall,86,86
178,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.soft q-bio.TO,86,86 125 72
180,cond-mat.mes-hall,cond-mat.mes-hall,86,86
181,cond-mat.mes-hall,cond-mat.mes-hall,86,86
184,cond-mat.mes-hall,cond-mat.mes-hall quant-ph,86,86 146
186,cond-mat.mes-hall,cond-mat.mes-hall,86,86
187,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.mtrl-sci,86,86 23
189,cond-mat.mes-hall,cond-mat.mes-hall nucl-ex nucl-th quant-ph,86,86 107 140 146
190,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.mtrl-sci,86,86 23
192,cond-mat.mes-hall,cond-mat.mes-hall,86,86
193,cond-mat.mes-hall,cond-mat.mes-hall nlin.CD quant-ph,86,86 5 146
195,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.other,86,86 27
196,cond-mat.mes-hall,cond-mat.mes-hall,86,86
197,cond-mat.mes-hall,cond-mat.mes-hall,86,86
201,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.mtrl-sci,86,86 23
203,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.quant-gas nucl-th quant-ph,86,86 28 140 146
204,cond-mat.mes-hall,cond-mat.mes-hall,86,86
208,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.mtrl-sci cond-mat.quant-gas hep-th,86,86 23 28 53
209,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.mtrl-sci,86,86 23
210,cond-mat.mes-hall,cond-mat.mes-hall,86,86
211,cond-mat.mes-hall,cond-mat.mes-hall,86,86
212,cond-mat.mes-hall,cond-mat.mes-hall,86,86
213,cond-mat.mes-hall,cond-mat.mes-hall,86,86
214,cond-mat.mes-hall,cond-mat.mes-hall,86,86
215,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.str-el,86,86 97
216,cond-mat.mes-hall,cond-mat.mes-hall quant-ph,86,86 146
217,cond-mat.mes-hall,cond-mat.mes-hall,86,86
219,cond-mat.mes-hall,cond-mat.mes-hall,86,86
220,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.mtrl-sci,86,86 23
223,cond-mat.mes-hall,cond-mat.mes-hall,86,86
224,cond-mat.mes-hall,cond-mat.mes-hall physics.optics,86,86 39
225,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.mtrl-sci cond-mat.supr-con,86,86 23 10
226,cond-mat.mes-hall,cond-mat.mes-hall,86,86
227,cond-mat.mes-hall,cond-mat.mes-hall,86,86
228,cond-mat.mes-hall,cond-mat.mes-hall,86,86
229,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.mtrl-sci cond-mat.soft,86,86 23 125
230,cond-mat.mes-hall,cond-mat.mes-hall,86,86
231,cond-mat.mes-hall,cond-mat.mes-hall physics.chem-ph,86,86 109
232,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.mtrl-sci,86,86 23
233,cond-mat.mes-hall,cond-mat.mes-hall,86,86
234,cond-mat.mes-hall,cond-mat.mes-hall,86,86
235,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.mtrl-sci,86,86 23
237,cond-mat.mes-hall,cond-mat.mes-hall,86,86
239,cond-mat.mes-hall,cond-mat.mes-hall,86,86
240,cond-mat.mes-hall,cond-mat.mes-hall,86,86
242,cond-mat.mes-hall,cond-mat.mes-hall,86,86
244,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.mtrl-sci physics.chem-ph,86,86 23 109
245,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.other,86,86 27
247,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.mtrl-sci,86,86 23
250,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.str-el nlin.CD,86,86 97 5
253,cond-mat.mes-hall,cond-mat.mes-hall quant-ph,86,86 146
254,cond-mat.mes-hall,cond-mat.mes-hall,86,86
255,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.mtrl-sci,86,86 23
256,cond-mat.mes-hall,cond-mat.mes-hall quant-ph,86,86 146
257,cond-mat.mes-hall,cond-mat.mes-hall,86,86
258,cond-mat.mes-hall,cond-mat.mes-hall,86,86
259,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.mtrl-sci,86,86 23
260,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.mtrl-sci,86,86 23
266,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.quant-gas,86,86 28
267,cond-mat.mes-hall,cond-mat.mes-hall,86,86
269,cond-mat.mes-hall,cond-mat.mes-hall,86,86
271,cond-mat.mes-hall,cond-mat.mes-hall,86,86
272,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.mtrl-sci,86,86 23
273,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.mtrl-sci,86,86 23
275,cond-mat.mes-hall,cond-mat.mes-hall,86,86
276,cond-mat.mes-hall,cond-mat.mes-hall,86,86
278,cond-mat.mes-hall,cond-mat.mes-hall,86,86
280,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.mtrl-sci,86,86 23
282,cond-mat.mes-hall,cond-mat.mes-hall,86,86
284,cond-mat.mes-hall,cond-mat.mes-hall,86,86
285,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.mtrl-sci,86,86 23
288,cond-mat.mes-hall,cond-mat.mes-hall hep-ph nucl-th,86,86 135 140
290,cond-mat.mes-hall,cond-mat.mes-hall physics.optics,86,86 39
292,cond-mat.mes-hall,cond-mat.mes-hall,86,86
293,cond-mat.mes-hall,cond-mat.mes-hall,86,86
296,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.str-el,86,86 97
297,cond-mat.mes-hall,cond-mat.mes-hall math-ph math.MP,86,86 66
298,cond-mat.mes-hall,cond-mat.mes-hall,86,86
299,cond-mat.mes-hall,cond-mat.mes-hall,86,86
300,cond-mat.mes-hall,cond-mat.mes-hall,86,86
302,cond-mat.mes-hall,cond-mat.mes-hall,86,86
303,cond-mat.mes-hall,cond-mat.mes-hall,86,86
309,cond-mat.mes-hall,cond-mat.mes-hall,86,86
310,cond-mat.mes-hall,cond-mat.mes-hall,86,86
311,cond-mat.mes-hall,cond-mat.mes-hall,86,86
312,cond-mat.mes-hall,cond-mat.mes-hall,86,86
313,cond-mat.mes-hall,cond-mat.mes-hall,86,86
315,cond-mat.mes-hall,cond-mat.mes-hall,86,86
316,cond-mat.mes-hall,cond-mat.mes-hall,86,86
318,cond-mat.mes-hall,cond-mat.mes-hall,86,86
320,cond-mat.mes-hall,cond-mat.mes-hall,86,86
321,cond-mat.mes-hall,cond-mat.mes-hall,86,86
322,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.stat-mech,86,86 37
323,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.mtrl-sci physics.optics,86,86 23 39
324,cond-mat.mes-hall,cond-mat.mes-hall physics.atom-ph physics.comp-ph quant-ph,86,86 82 139 146
326,cond-mat.mes-hall,cond-mat.mes-hall,86,86
329,cond-mat.mes-hall,cond-mat.mes-hall,86,86
332,cond-mat.mes-hall,cond-mat.mes-hall,86,86
334,cond-mat.mes-hall,cond-mat.mes-hall,86,86
335,cond-mat.mes-hall,cond-mat.mes-hall,86,86
336,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.mtrl-sci,86,86 23
337,cond-mat.mes-hall,cond-mat.mes-hall,86,86
338,cond-mat.mes-hall,cond-mat.mes-hall,86,86
339,cond-mat.mes-hall,cond-mat.mes-hall,86,86
340,cond-mat.mes-hall,cond-mat.mes-hall,86,86
341,cond-mat.mes-hall,cond-mat.mes-hall,86,86
342,cond-mat.mes-hall,cond-mat.mes-hall,86,86
346,cond-mat.mes-hall,cond-mat.mes-hall quant-ph,86,86 146
347,cond-mat.mes-hall,cond-mat.mes-hall,86,86
348,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.other,86,86 27
349,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.mtrl-sci,86,86 23
351,cond-mat.mes-hall,cond-mat.mes-hall,86,86
353,cond-mat.mes-hall,cond-mat.mes-hall,86,86
354,cond-mat.mes-hall,cond-mat.mes-hall physics.optics,86,86 39
357,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.stat-mech quant-ph,86,86 37 146
358,cond-mat.mes-hall,cond-mat.mes-hall,86,86
360,cond-mat.mes-hall,cond-mat.mes-hall,86,86
363,cond-mat.mes-hall,cond-mat.mes-hall,86,86
366,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.mtrl-sci,86,86 23
367,cond-mat.mes-hall,cond-mat.mes-hall quant-ph,86,86 146
368,cond-mat.mes-hall,cond-mat.mes-hall,86,86
369,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.other,86,86 27
370,cond-mat.mes-hall,cond-mat.mes-hall,86,86
372,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.mtrl-sci,86,86 23
373,cond-mat.mes-hall,cond-mat.mes-hall physics.optics,86,86 39
374,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.mtrl-sci,86,86 23
375,cond-mat.mes-hall,cond-mat.mes-hall,86,86
376,cond-mat.mes-hall,cond-mat.mes-hall,86,86
378,cond-mat.mes-hall,cond-mat.mes-hall,86,86
379,cond-mat.mes-hall,cond-mat.mes-hall,86,86
381,cond-mat.mes-hall,cond-mat.mes-hall,86,86
382,cond-mat.mes-hall,cond-mat.mes-hall,86,86
383,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.mtrl-sci,86,86 23
384,cond-mat.mes-hall,cond-mat.mes-hall,86,86
386,cond-mat.mes-hall,cond-mat.mes-hall,86,86
387,cond-mat.mes-hall,cond-mat.mes-hall,86,86
388,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.mtrl-sci,86,86 23
389,cond-mat.mes-hall,cond-mat.mes-hall,86,86
390,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.supr-con,86,86 10
391,cond-mat.mes-hall,cond-mat.mes-hall,86,86
392,cond-mat.mes-hall,cond-mat.mes-hall quant-ph,86,86 146
393,cond-mat.mes-hall,cond-mat.mes-hall,86,86
394,cond-mat.mes-hall,cond-mat.mes-hall,86,86
396,cond-mat.mes-hall,cond-mat.mes-hall physics.optics quant-ph,86,86 39 146
397,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.mtrl-sci cond-mat.other cond-mat.stat-mech,86,86 23 27 37
402,cond-mat.mes-hall,cond-mat.mes-hall quant-ph,86,86 146
403,cond-mat.mes-hall,cond-mat.mes-hall,86,86
406,cond-mat.mes-hall,cond-mat.mes-hall,86,86
407,cond-mat.mes-hall,cond-mat.mes-hall,86,86
409,cond-mat.mes-hall,cond-mat.mes-hall,86,86
410,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.dis-nn,86,86 26
411,cond-mat.mes-hall,cond-mat.mes-hall,86,86
413,cond-mat.mes-hall,cond-mat.mes-hall,86,86
414,cond-mat.mes-hall,cond-mat.mes-hall,86,86
415,cond-mat.mes-hall,cond-mat.mes-hall quant-ph,86,86 146
416,cond-mat.mes-hall,cond-mat.mes-hall,86,86
417,cond-mat.mes-hall,cond-mat.mes-hall,86,86
418,cond-mat.mes-hall,cond-mat.mes-hall,86,86
420,cond-mat.mes-hall,cond-mat.mes-hall,86,86
421,cond-mat.mes-hall,cond-mat.mes-hall,86,86
422,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.other,86,86 27
424,cond-mat.mes-hall,cond-mat.mes-hall,86,86
428,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.mtrl-sci,86,86 23
430,cond-mat.mes-hall,cond-mat.mes-hall,86,86
431,cond-mat.mes-hall,cond-mat.mes-hall,86,86
435,cond-mat.mes-hall,cond-mat.mes-hall,86,86
436,cond-mat.mes-hall,cond-mat.mes-hall physics.comp-ph,86,86 139
439,cond-mat.mes-hall,cond-mat.mes-hall quant-ph,86,86 146
440,cond-mat.mes-hall,cond-mat.mes-hall,86,86
443,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.mtrl-sci,86,86 23
444,cond-mat.mes-hall,cond-mat.mes-hall,86,86
445,cond-mat.mes-hall,cond-mat.mes-hall,86,86
446,cond-mat.mes-hall,cond-mat.mes-hall,86,86
452,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.str-el,86,86 97
453,cond-mat.mes-hall,cond-mat.mes-hall,86,86
457,cond-mat.mes-hall,cond-mat.mes-hall nlin.PS,86,86 142
458,cond-mat.mes-hall,cond-mat.mes-hall,86,86
459,cond-mat.mes-hall,cond-mat.mes-hall,86,86
461,cond-mat.mes-hall,cond-mat.mes-hall,86,86
462,cond-mat.mes-hall,cond-mat.mes-hall,86,86
464,cond-mat.mes-hall,cond-mat.mes-hall,86,86
467,cond-mat.mes-hall,cond-mat.mes-hall,86,86
468,cond-mat.mes-hall,cond-mat.mes-hall,86,86
469,cond-mat.mes-hall,cond-mat.mes-hall,86,86
470,cond-mat.mes-hall,cond-mat.mes-hall,86,86
471,cond-mat.mes-hall,cond-mat.mes-hall,86,86
473,cond-mat.mes-hall,cond-mat.mes-hall,86,86
475,cond-mat.mes-hall,cond-mat.mes-hall,86,86
478,cond-mat.mes-hall,cond-mat.mes-hall,86,86
480,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.other,86,86 27
482,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.mtrl-sci,86,86 23
483,cond-mat.mes-hall,cond-mat.mes-hall,86,86
485,cond-mat.mes-hall,cond-mat.mes-hall,86,86
486,cond-mat.mes-hall,cond-mat.mes-hall,86,86
487,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.mtrl-sci,86,86 23
491,cond-mat.mes-hall,cond-mat.mes-hall,86,86
492,cond-mat.mes-hall,cond-mat.mes-hall,86,86
494,cond-mat.mes-hall,cond-mat.mes-hall,86,86
495,cond-mat.mes-hall,cond-mat.mes-hall,86,86
496,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.mtrl-sci,86,86 23
497,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.supr-con,86,86 10
499,cond-mat.mes-hall,cond-mat.mes-hall,86,86
500,cond-mat.mes-hall,cond-mat.mes-hall,86,86
501,cond-mat.mes-hall,cond-mat.mes-hall,86,86
502,cond-mat.mes-hall,cond-mat.mes-hall,86,86
503,cond-mat.mes-hall,cond-mat.mes-hall,86,86
505,cond-mat.mes-hall,cond-mat.mes-hall quant-ph,86,86 146
506,cond-mat.mes-hall,cond-mat.mes-hall,86,86
507,cond-mat.mes-hall,cond-mat.mes-hall,86,86
508,cond-mat.mes-hall,cond-mat.mes-hall,86,86
510,cond-mat.mes-hall,cond-mat.mes-hall,86,86
511,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.mtrl-sci,86,86 23
514,cond-mat.mes-hall,cond-mat.mes-hall,86,86
517,cond-mat.mes-hall,cond-mat.mes-hall,86,86
518,cond-mat.mes-hall,cond-mat.mes-hall,86,86
521,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.mtrl-sci,86,86 23
522,cond-mat.mes-hall,cond-mat.mes-hall,86,86
523,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.mtrl-sci,86,86 23
525,cond-mat.mes-hall,cond-mat.mes-hall,86,86
526,cond-mat.mes-hall,cond-mat.mes-hall,86,86
527,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.mtrl-sci,86,86 23
529,cond-mat.mes-hall,cond-mat.mes-hall,86,86
531,cond-mat.mes-hall,cond-mat.mes-hall physics.optics,86,86 39
532,cond-mat.mes-hall,cond-mat.mes-hall,86,86
534,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.mtrl-sci cond-mat.stat-mech,86,86 23 37
535,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.supr-con physics.ins-det,86,86 10 101
536,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.mtrl-sci,86,86 23
537,cond-mat.mes-hall,cond-mat.mes-hall,86,86
539,cond-mat.mes-hall,cond-mat.mes-hall,86,86
540,cond-mat.mes-hall,cond-mat.mes-hall,86,86
541,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.mtrl-sci,86,86 23
542,cond-mat.mes-hall,cond-mat.mes-hall,86,86
543,cond-mat.mes-hall,cond-mat.mes-hall,86,86
544,cond-mat.mes-hall,cond-mat.mes-hall,86,86
545,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.mtrl-sci cond-mat.str-el,86,86 23 97
547,cond-mat.mes-hall,cond-mat.mes-hall,86,86
548,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.soft,86,86 125
550,cond-mat.mes-hall,cond-mat.mes-hall physics.optics,86,86 39
552,cond-mat.mes-hall,cond-mat.mes-hall,86,86
554,cond-mat.mes-hall,cond-mat.mes-hall,86,86
555,cond-mat.mes-hall,cond-mat.mes-hall,86,86
558,cond-mat.mes-hall,cond-mat.mes-hall quant-ph,86,86 146
559,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.mtrl-sci,86,86 23
560,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.mtrl-sci,86,86 23
561,cond-mat.mes-hall,cond-mat.mes-hall,86,86
562,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.mtrl-sci,86,86 23
563,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.mtrl-sci,86,86 23
564,cond-mat.mes-hall,cond-mat.mes-hall,86,86
566,cond-mat.mes-hall,cond-mat.mes-hall,86,86
569,cond-mat.mes-hall,cond-mat.mes-hall,86,86
570,cond-mat.mes-hall,cond-mat.mes-hall,86,86
574,cond-mat.mes-hall,cond-mat.mes-hall,86,86
575,cond-mat.mes-hall,cond-mat.mes-hall,86,86
576,cond-mat.mes-hall,cond-mat.mes-hall,86,86
577,cond-mat.mes-hall,cond-mat.mes-hall,86,86
578,cond-mat.mes-hall,cond-mat.mes-hall,86,86
579,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.soft,86,86 125
582,cond-mat.mes-hall,cond-mat.mes-hall,86,86
584,cond-mat.mes-hall,cond-mat.mes-hall,86,86
586,cond-mat.mes-hall,cond-mat.mes-hall,86,86
588,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.mtrl-sci,86,86 23
589,cond-mat.mes-hall,cond-mat.mes-hall,86,86
591,cond-mat.mes-hall,cond-mat.mes-hall,86,86
593,cond-mat.mes-hall,cond-mat.mes-hall quant-ph,86,86 146
598,cond-mat.mes-hall,cond-mat.mes-hall,86,86
600,cond-mat.mes-hall,cond-mat.mes-hall,86,86
602,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.supr-con,86,86 10
605,cond-mat.mes-hall,cond-mat.mes-hall quant-ph,86,86 146
607,cond-mat.mes-hall,cond-mat.mes-hall,86,86
608,cond-mat.mes-hall,cond-mat.mes-hall,86,86
609,cond-mat.mes-hall,cond-mat.mes-hall,86,86
610,cond-mat.mes-hall,cond-mat.mes-hall,86,86
612,cond-mat.mes-hall,cond-mat.mes-hall,86,86
613,cond-mat.mes-hall,cond-mat.mes-hall,86,86
615,cond-mat.mes-hall,cond-mat.mes-hall,86,86
616,cond-mat.mes-hall,cond-mat.mes-hall,86,86
620,cond-mat.mes-hall,cond-mat.mes-hall,86,86
622,cond-mat.mes-hall,cond-mat.mes-hall,86,86
623,cond-mat.mes-hall,cond-mat.mes-hall,86,86
624,cond-mat.mes-hall,cond-mat.mes-hall,86,86
625,cond-mat.mes-hall,cond-mat.mes-hall,86,86
628,cond-mat.mes-hall,cond-mat.mes-hall,86,86
630,cond-mat.mes-hall,cond-mat.mes-hall,86,86
631,cond-mat.mes-hall,cond-mat.mes-hall,86,86
632,cond-mat.mes-hall,cond-mat.mes-hall cond-mat.mtrl-sci,86,86 23
633,cond-mat.mes-hall,cond-mat.mes-hall,86,86
636,cond-mat.mes-hall,cond-mat.mes-hall physics.optics quant-ph,86,86 39 146
638,cond-mat.mes-hall,cond-mat.mes-hall,86,86
